时间,      刷题数目,平均分,累计用时,评分人,
2019/2/28,    8,     4,   0.67,  粟唐焕
2019/3/09,    3,     9,   0.25,  粟唐焕
2019/3/14,    3,     9,   0.25,  粟唐焕
2019/3/16,    4,     10,  0.33,  粟唐焕
2019/3/17,    4,     10,  0.33,  粟唐焕
2019/3/20,    3,     10,  1.50,  粟唐焕
2019/3/24,    8,     10,  1.00,  粟唐焕
2019/3/24,    4,     10,  0.50,  粟唐焕
2019/3/26,    8,     6,   1.33,  粟唐焕
